0,nan,nan,0.9278,0.0000,nan,0.0000,nan,0.8011
1,0.0000,0.2470,0.1825,0.1267,0.3855,0.1207,0.3308,0.2186
2,0.0038,0.0621,0.0598,0.0740,0.0577,0.0407,0.1086,0.0589
3,0.0472,0.2165,0.0382,0.6736,0.3724,0.3933,0.1573,0.3359
4,0.4674,0.6485,0.3003,0.3128,0.5405,0.6204,0.7765,0.5520
5,0.7147,0.5582,0.5467,0.5053,0.6056,0.3853,0.5125,0.5613
