0,0,0,3365,468,0,64,0,3897
1,35,166,126,221,179,174,133,1034
2,260,467,351,635,312,541,267,2833
3,1356,1898,1258,2852,2124,2718,1144,13350
4,3607,3698,2191,3075,3597,3664,4573,24405
5,4742,3771,2709,2749,3788,2839,3883,24481
